List of MISMATCHES between SequenceA and SequenceB: (1)Inside chains and (2)Between chains


(1). Mismatches inside chains

 L1EndA	L2StartA		L1EndB	L2StartB		Mismatch
2718574	2718578		2047123	2047127		    4
2718619	2718621		2047168	2047170		    2
2718649	2718656		2047198	2047205		    7
2718703	2718712		2047252	2047261		    9
2718772	2718789		2047321	2047338		   17
2718814	2718822		2047363	2047371		    8
2718888	2718890		2047437	2047439		    2
2718921	2718966		2047470	2047515		   45
2719034	2719035		2047583	2047584		    1
2719081	2719082		2047630	2047631		    1
2719273	2719276		2047822	2047825		    3
2719459	2719469		2048008	2048018		   10
2719507	2719508		2048056	2048057		    1
2719531	2719533		2048080	2048082		    2
2719678	2719700		2048227	2048249		   22
2719723	2719737		2048272	2048286		   14
2719771	2719896		2048320	2048445		  125
2719940	2720063		2048489	2048612		  123
2720122	2720124		2048671	2048673		    2
2720152	2720153		2048701	2048702		    1
2720180	2720181		2048729	2048730		    1
2720221	2720222		2048770	2048771		    1
2720256	2720258		2048805	2048807		    2
2720323	2720338		2048872	2048887		   15
2720458	2720459		2049007	2049008		    1
2720490	2720507		2049039	2049056		   17
2720572	2720586		2049121	2049135		   14
2720607	2720656		2049156	2049205		   49
2720705	2720807		2049254	2049356		  102
2720860	2720861		2049409	2049410		    1
2720920	2720937		2049469	2049486		   17
2720974	2720976		2049523	2049525		    2
2721061	2721062		2049610	2049611		    1
2721109	2721116		2049658	2049665		    7
2721137	2721171		2049686	2049720		   34
2721199	2721200		2049748	2049749		    1
2721238	2721284		2049787	2049833		   46
2721346	2721397		2049895	2049946		   51
2721484	2721485		2050033	2050034		    1
2721515	2721516		2050064	2050065		    1
2721550	2721558		2050099	2050107		    8
2721595	2721603		2050144	2050152		    8
2721630	2721656		2050179	2050205		   26
2721839	2721840		2050388	2050389		    1
2721893	2721894		2050442	2050443		    1
2721994	2721995		2050543	2050544		    1
2722035	2722059		2050584	2050608		   24
2722099	2722108		2050648	2050657		    9
2722132	2722146		2050681	2050695		   14
2722169	2722171		2050718	2050720		    2
2722301	2722303		2050850	2050852		    2
2722331	2722377		2050880	2050926		   46
2722452	2722461		2051001	2051010		    9
2722499	2722500		2051048	2051049		    1
2722580	2722582		2051129	2051131		    2
2722616	2722627		2051165	2051176		   11
2722791	2722804		2051340	2051353		   13
2722850	2722864		2051399	2051413		   14
2722901	2722914		2051450	2051463		   13
2722965	2722986		2051514	2051535		   21
2723151	2723158		2051701	2051708		    7
2723195	2723196		2051745	2051746		    1
2723243	2723244		2051793	2051794		    1
2723294	2723295		2051844	2051845		    1
2723318	2723337		2051868	2051887		   19
2723495	2723505		2052045	2052055		   10
2723528	2723529		2052078	2052079		    1
2723774	2723775		2052324	2052325		    1
2723802	2723815		2052352	2052365		   13
2723900	2723925		2052450	2052475		   25
2723948	2723962		2052498	2052512		   14
2724062	2724087		2052612	2052637		   25
2724254	2724256		2052804	2052806		    2
2724320	2724321		2052870	2052871		    1
2724380	2724381		2052930	2052931		    1
2724418	2724436		2052968	2052986		   18
2724482	2724483		2053032	2053033		    1
2724700	2724702		2053250	2053252		    2
2724730	2724732		2053280	2053282		    2
2724760	2724768		2053310	2053318		    8
2724859	2724884		2053409	2053434		   25
2724928	2724929		2053478	2053479		    1
2724967	2724968		2053517	2053518		    1
2725084	2725085		2053634	2053635		    1
2725306	2725307		2053856	2053857		    1
2725540	2725541		2054090	2054091		    1
2725849	2725850		2054399	2054400		    1
2725888	2725892		2054438	2054442		    4
2725948	2725950		2054498	2054500		    2
2726010	2726065		2054560	2054615		   55
2726268	2726269		2054818	2054819		    1
2726329	2726330		2054879	2054880		    1
2726428	2726429		2054978	2054979		    1
2726563	2726577		2055113	2055127		   14
2726731	2726754		2055281	2055304		   23
2726845	2726847		2055395	2055397		    2
2726898	2726899		2055448	2055449		    1
2726953	2726954		2055503	2055504		    1
2727051	2727053		2055601	2055603		    2
2727251	2727252		2055798	2055799		    1
2727460	2727481		2056013	2056034		   21
2727685	2727686		2056238	2056239		    1
2727711	2727733		2056264	2056286		   22
2727837	2727857		2056390	2056410		   20
2727885	2727923		2056438	2056476		   38
2727948	2727950		2056501	2056503		    2
2728022	2728023		2056575	2056576		    1
2728094	2728102		2056647	2056655		    8
2728182	2728183		2056735	2056736		    1
2728263	2728264		2056816	2056817		    1
2728326	2728327		2056879	2056880		    1
2728478	2728483		2057031	2057036		    5
2728577	2728579		2057130	2057132		    2
2728626	2728627		2057179	2057180		    1
2728734	2728736		2057287	2057289		    2
2729027	2729029		2057580	2057582		    2
2729206	2729208		2057759	2057761		    2
2729259	2729264		2057812	2057817		    5
2729315	2729316		2057868	2057869		    1
2729400	2729401		2057953	2057954		    1
2729426	2729427		2057979	2057980		    1
2729464	2729465		2058017	2058018		    1
2729499	2729512		2058052	2058065		   13
2729589	2729590		2058142	2058143		    1
2729624	2729654		2058177	2058207		   30
2729723	2729724		2058276	2058277		    1
2729840	2729841		2058393	2058394		    1
2729961	2729978		2058514	2058531		   17
2730162	2730163		2058715	2058716		    1
2730351	2730353		2058904	2058906		    2
2730407	2730409		2058960	2058962		    2
2730430	2730432		2058983	2058985		    2
2730483	2730485		2059036	2059038		    2
2730626	2730627		2059179	2059180		    1
2730734	2730735		2059287	2059288		    1
2730758	2730790		2059311	2059343		   32
2730811	2730861		2059364	2059414		   50
2730902	2730903		2059455	2059456		    1
2730994	2730995		2059547	2059548		    1
2731016	2731017		2059569	2059570		    1
2731042	2731050		2059595	2059603		    8
2731109	2731110		2059662	2059663		    1
2731175	2731176		2059728	2059729		    1
2731235	2731258		2059788	2059811		   23
2731286	2731287		2059839	2059840		    1
2731346	2731347		2059899	2059900		    1
2731419	2731421		2059972	2059974		    2
2731486	2731488		2060039	2060041		    2
2731542	2731559		2060095	2060112		   17
2731937	2731938		2060491	2060492		    1
2732018	2732121		2060572	2060675		  103
2732219	2732235		2060773	2060789		   16
2732276	2732277		2060830	2060831		    1
2732330	2732332		2060884	2060886		    2
2732357	2732358		2060911	2060912		    1
2732495	2732496		2061049	2061050		    1
2732517	2732518		2061071	2061072		    1
2732555	2732589		2061109	2061143		   34
2732680	2732682		2061234	2061236		    2
2732807	2732824		2061361	2061378		   17
2732898	2732899		2061452	2061453		    1
2732940	2732941		2061494	2061495		    1
2732997	2733012		2061551	2061566		   15
2733033	2733049		2061587	2061603		   16
2733093	2733094		2061647	2061648		    1
2733177	2733197		2061731	2061751		   20
2733231	2733280		2061785	2061834		   49
2733454	2733455		2062008	2062009		    1
2733480	2733481		2062034	2062035		    1
2733625	2733626		2062179	2062180		    1
2733654	2733697		2062208	2062251		   43
2733795	2733825		2062349	2062379		   30
2733887	2733938		2062441	2062492		   51
2734010	2734011		2062564	2062565		    1
2734202	2734204		2062756	2062758		    2
2734282	2734284		2062836	2062838		    2
2734315	2734333		2062869	2062887		   18
2734361	2734362		2062915	2062916		    1
2738152	2738153		2065455	2065456		    1
2738240	2738241		2065543	2065544		    1
2738439	2738441		2065742	2065744		    2
2738485	2738487		2065788	2065790		    2
2738594	2738595		2065897	2065898		    1
2739320	2739322		2066623	2066625		    2
2748884	2748885		2074401	2074402		    1
2748956	2748957		2074473	2074474		    1
2749263	2749264		2074780	2074781		    1
2749801	2749802		2075318	2075319		    1
2749939	2749941		2075456	2075458		    2
2750653	2750654		2076171	2076172		    1
2750721	2750725		2076239	2076243		    4
2750789	2750790		2076307	2076308		    1
2751190	2751191		2076708	2076709		    1
2751325	2751326		2076843	2076844		    1
2751372	2751373		2076890	2076891		    1
2751429	2751453		2076947	2076971		   24
2751531	2751533		2077049	2077051		    2
2751704	2751705		2077222	2077223		    1
2751736	2751737		2077254	2077255		    1
2751971	2751972		2077489	2077490		    1
2752065	2752067		2077583	2077585		    2
2752088	2752089		2077606	2077607		    1
2752160	2752161		2077678	2077679		    1
2752424	2752426		2077942	2077944		    2
2752451	2752452		2077969	2077970		    1
2752736	2752737		2078254	2078255		    1
2752778	2752786		2078296	2078304		    8
2752820	2752821		2078338	2078339		    1
2752859	2752860		2078377	2078378		    1
2752883	2752909		2078401	2078427		   26
2752963	2752964		2078481	2078482		    1
2753086	2753088		2078604	2078606		    2
2753366	2753367		2078883	2078884		    1
2753420	2753421		2078937	2078938		    1
2753474	2753501		2078991	2079018		   27
2753537	2753556		2079054	2079073		   19
2753603	2753604		2079120	2079121		    1
2753681	2753682		2079198	2079199		    1
2753741	2753742		2079258	2079259		    1
2753780	2753781		2079297	2079298		    1
2753811	2753812		2079328	2079329		    1
2754042	2754043		2079559	2079560		    1
2754130	2754131		2079647	2079648		    1
2754168	2754169		2079685	2079686		    1
2754393	2754395		2079910	2079912		    2
2754486	2754487		2080003	2080004		    1
2754525	2754529		2080042	2080046		    4
2754645	2754646		2080162	2080163		    1
2754753	2754755		2080270	2080272		    2
2754843	2754844		2080360	2080361		    1
2754942	2754944		2080459	2080461		    2
2755016	2755018		2080533	2080535		    2
2755182	2755192		2080699	2080709		   10
2755245	2755248		2080762	2080765		    3
2755372	2755373		2080889	2080890		    1
2755422	2755451		2080939	2080968		   29
2755482	2755484		2080999	2081001		    2
2755509	2755510		2081026	2081027		    1
2755603	2755604		2081120	2081121		    1
2755692	2755694		2081209	2081211		    2
2755842	2755865		2081359	2081382		   23
2755950	2755973		2081467	2081490		   23
2756061	2756063		2081578	2081580		    2
2756157	2756164		2081674	2081681		    7
2756292	2756293		2081809	2081810		    1
2756367	2756387		2081884	2081904		   20
2756412	2756413		2081929	2081930		    1
2756553	2756555		2082070	2082072		    2
2756580	2756659		2082097	2082176		   79
2756690	2756691		2082207	2082208		    1
2756797	2756798		2082314	2082315		    1
2756857	2756891		2082374	2082408		   34
2756954	2756956		2082471	2082473		    2
2757073	2757074		2082590	2082591		    1
2757172	2757185		2082689	2082702		   13
2757247	2757248		2082764	2082765		    1
2757298	2757300		2082815	2082817		    2
2757347	2757363		2082864	2082880		   16
2757615	2757616		2083132	2083133		    1
2757650	2757652		2083167	2083169		    2
2757784	2757786		2083301	2083303		    2
2757924	2757925		2083441	2083442		    1
2757950	2757952		2083467	2083469		    2
2758059	2758060		2083576	2083577		    1
2758137	2758146		2083654	2083663		    9
2758203	2758205		2083720	2083722		    2
2758239	2758240		2083756	2083757		    1
2758404	2758405		2083921	2083922		    1
2758455	2758495		2083972	2084012		   40
2758596	2758609		2084113	2084126		   13
2758653	2758654		2084170	2084171		    1
2758704	2758708		2084221	2084225		    4
2758902	2758903		2084419	2084420		    1
2759223	2759225		2084740	2084742		    2
2759319	2759320		2084836	2084837		    1
2759821	2759822		2085338	2085339		    1
2759918	2759919		2085435	2085436		    1
2759942	2759943		2085459	2085460		    1
2760080	2760081		2085597	2085598		    1
2760134	2760136		2085651	2085653		    2
2760161	2760163		2085678	2085680		    2
2760188	2760224		2085705	2085741		   36
2760278	2760282		2085795	2085799		    4
2760405	2760406		2085922	2085923		    1
2760530	2760532		2086047	2086049		    2
2760557	2760558		2086074	2086075		    1
2760581	2760604		2086098	2086121		   23
2760689	2760690		2086206	2086207		    1
2760923	2760925		2086440	2086442		    2
2761136	2761137		2086653	2086654		    1
2761238	2761242		2086755	2086759		    4
2761295	2761317		2086812	2086834		   22
2761400	2761401		2086917	2086918		    1
2761468	2761469		2086985	2086986		    1
2761966	2761968		2087925	2087927		    2
2762082	2762084		2088041	2088043		    2
2762251	2762253		2088210	2088212		    2
2762317	2762319		2088276	2088278		    2
2762350	2762352		2088309	2088311		    2
2762446	2762459		2088405	2088418		   13
2762566	2762568		2088525	2088527		    2
2762596	2762609		2088555	2088568		   13
2762791	2762792		2088750	2088751		    1
2762842	2762843		2088801	2088802		    1
2762890	2762892		2088849	2088851		    2
2762960	2762961		2088919	2088920		    1
2763010	2763033		2088969	2088992		   23
2763061	2763062		2089020	2089021		    1
2763085	2763087		2089044	2089046		    2
2763121	2763123		2089080	2089082		    2
2763201	2763204		2089160	2089163		    3
2763237	2763244		2089196	2089203		    7
2763284	2763323		2089243	2089282		   39
2763354	2763379		2089313	2089338		   25
2763516	2763526		2089475	2089485		   10
2763597	2763609		2089556	2089568		   12
2763634	2763635		2089593	2089594		    1
2763735	2763737		2089694	2089696		    2
2763762	2763763		2089721	2089722		    1
2763807	2763814		2089766	2089773		    7
2763877	2763902		2089836	2089861		   25
2763930	2763931		2089889	2089890		    1
2763978	2764027		2089937	2089986		   49
2764167	2764181		2090126	2090140		   14
2764251	2764280		2090210	2090239		   29
2764305	2764381		2090264	2090340		   76
2764547	2764554		2090506	2090513		    7
2764577	2764584		2090536	2090543		    7
2764688	2764689		2090647	2090648		    1
2764730	2764731		2090689	2090690		    1
2764811	2764819		2090770	2090778		    8
2764853	2764854		2090812	2090813		    1
2764910	2764935		2090869	2090894		   25
2764985	2764986		2090944	2090945		    1
2765087	2765089		2091046	2091048		    2
2765120	2765121		2091079	2091080		    1
2765180	2765181		2091139	2091140		    1
2765237	2765268		2091196	2091227		   31
2765327	2765340		2091286	2091299		   13
2765387	2765388		2091346	2091347		    1
2765605	2765615		2091564	2091574		   10
2765645	2765646		2091604	2091605		    1
2765677	2765679		2091636	2091638		    2
2765707	2765726		2091666	2091685		   19
2765767	2765768		2091726	2091727		    1
2765845	2765876		2091804	2091835		   31
2765899	2765901		2091858	2091860		    2
2765932	2765962		2091891	2091921		   30
2766115	2766116		2092074	2092075		    1
2766139	2766176		2092098	2092135		   37
2766257	2766279		2092216	2092238		   22
2766310	2766311		2092269	2092270		    1
2766394	2766395		2092353	2092354		    1
2766418	2766420		2092377	2092379		    2
2766448	2766470		2092407	2092429		   22
2766514	2766536		2092473	2092495		   22
2766617	2766622		2092576	2092581		    5
2766702	2766724		2092661	2092683		   22
2766747	2766770		2092706	2092729		   23
2766858	2766880		2092817	2092839		   22
2766933	2766956		2092892	2092915		   23
2767041	2767042		2093000	2093001		    1
2767083	2767084		2093042	2093043		    1
2767131	2767132		2093090	2093091		    1
2767155	2767156		2093114	2093115		    1
2767259	2767261		2093218	2093220		    2
2767289	2767331		2093248	2093290		   42
2767361	2767363		2093320	2093322		    2
2767397	2767398		2093356	2093357		    1
2767448	2767518		2093407	2093477		   70
2767541	2767542		2093500	2093501		    1
2767610	2767642		2093569	2093601		   32
2767790	2767842		2093749	2093801		   52
2767865	2767867		2093824	2093826		    2
2767905	2767906		2093864	2093865		    1
2767927	2767929		2093886	2093888		    2
2767960	2767962		2093919	2093921		    2
2768026	2768039		2093985	2093998		   13
2768098	2768099		2094057	2094058		    1
2768137	2768141		2094096	2094100		    4
2768218	2768264		2094177	2094223		   46
2768287	2768288		2094246	2094247		    1
2768311	2768312		2094270	2094271		    1
2768374	2768375		2094333	2094334		    1
2768437	2768439		2094396	2094398		    2
2768524	2768525		2094483	2094484		    1
2768730	2768732		2094689	2094691		    2
2768770	2768771		2094729	2094730		    1
2768812	2768813		2094771	2094772		    1
2768901	2768911		2094860	2094870		   10
2768932	2768962		2094891	2094921		   30
2768985	2768986		2094944	2094945		    1
2769037	2769064		2094996	2095023		   27
